message_index,timestamp_ns,symbol,bid_price,ask_price,bid_size,ask_size,spread,source_path,limitation
34341,1517059770458963286,ZEXIT,9.98,10.0,154,154,0.019999999999999574,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62312,1517068643569518673,B,71.81,71.85,10988,7099,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62313,1517068643580351990,B,71.82,71.85,850,7099,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62316,1517068643611234849,B,71.82,71.85,213,7099,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62321,1517068643678230343,B,71.81,71.85,13373,7099,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62334,1517068643783410145,B,71.81,71.85,11050,7099,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62338,1517068643794103424,B,71.81,71.85,11050,4058,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62340,1517068643845845404,B,71.81,71.85,11050,4001,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62342,1517068643854347408,B,71.81,71.85,3761,4001,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62344,1517068643880235135,B,71.81,71.85,3690,4001,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62348,1517068643888005893,B,71.81,71.86,3690,41944,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62351,1517068643952668237,B,71.81,71.84,3690,126,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62356,1517068644024987208,B,71.81,71.84,2385,126,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62357,1517068644030893977,B,71.82,71.84,390,126,0.020000000000010232,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62359,1517068644055365188,B,71.82,71.84,298,126,0.020000000000010232,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62364,1517068644063019813,B,71.81,71.84,2350,126,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62369,1517068644083197654,B,71.81,71.86,2350,41944,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62375,1517068644122624238,B,71.8,71.86,8169,41944,0.060000000000002274,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62376,1517068644134400856,B,71.84,71.86,1097,41944,0.01999999999999602,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62382,1517068644231828086,B,71.84,71.86,5253,41944,0.01999999999999602,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62386,1517068644263001749,B,71.84,71.86,5206,41944,0.01999999999999602,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62389,1517068644277781590,B,71.84,71.86,5113,41944,0.01999999999999602,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62390,1517068644310327623,B,71.84,71.85,5113,1053,0.009999999999990905,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62396,1517068644329417159,B,71.8,71.85,8169,1053,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62399,1517068644371856758,B,71.84,71.85,1091,1053,0.009999999999990905,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62405,1517068644440554919,B,71.8,71.85,8169,1053,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62407,1517068644479932801,B,71.82,71.85,4624,1053,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62409,1517068644498861998,B,71.82,71.85,4339,1053,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62412,1517068644525186332,B,71.82,71.83,4339,4579,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62417,1517068644545412337,B,71.8,71.83,8169,4579,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62418,1517068644552554673,B,71.8,71.81,8169,8338,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62427,1517068644669699596,B,71.8,71.83,8169,4579,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62430,1517068644675243954,B,71.8,71.83,8169,4303,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62434,1517068644703085766,B,71.8,71.83,4650,4303,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62436,1517068644713815045,B,71.8,71.83,4650,1076,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62437,1517068644751913642,B,71.8,71.83,12431,1076,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62440,1517068644792187298,B,71.8,71.85,12431,1281,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62444,1517068644800184214,B,71.8,71.85,13086,1281,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62447,1517068644825901842,B,71.8,71.85,9686,1281,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62451,1517068644956463393,B,71.8,71.84,9686,1644,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62456,1517068644988073788,B,71.8,71.84,6556,1644,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62460,1517068645011800387,B,71.8,71.84,6556,1644,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62461,1517068645019402139,B,71.8,71.83,6556,1525,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62466,1517068645083085589,B,71.8,71.84,6556,3577,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62470,1517068645101970528,B,71.8,71.85,6556,1281,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62471,1517068645114282989,B,71.82,71.85,5452,1281,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62473,1517068645127893334,B,71.82,71.85,5395,1281,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62478,1517068645138279685,B,71.82,71.86,5395,38209,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62485,1517068645240111241,B,71.82,71.86,5395,38057,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62487,1517068645358104390,B,71.82,71.86,5395,46501,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62494,1517068645406828286,B,71.82,71.86,5395,44814,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62498,1517068645430869707,B,71.82,71.86,4373,44814,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62501,1517068645463861797,B,71.82,71.86,4373,42370,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62502,1517068645470099152,B,71.83,71.86,9271,42370,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62504,1517068645508439759,B,71.83,71.86,3480,42370,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62506,1517068645535195089,B,71.83,71.86,609,42370,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62511,1517068645563550819,B,71.82,71.86,2107,42370,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62512,1517068645572063909,B,71.85,71.86,561,42370,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62520,1517068645684126332,B,71.85,71.86,412,42370,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62522,1517068645691461777,B,71.85,71.86,386,42370,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62531,1517068645783465732,B,71.85,71.86,386,36939,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62537,1517068645916597149,B,71.85,71.86,386,30920,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62541,1517068645930623987,B,71.82,71.86,2107,30920,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62544,1517068645956099496,B,71.82,71.84,2107,3195,0.020000000000010232,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62547,1517068645996241357,B,71.82,71.84,2107,564,0.020000000000010232,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62559,1517068646118761538,B,71.82,71.85,2107,186,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62563,1517068646209588294,ZJZZT,1.01,10.59,8201,457,9.58,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62564,1517068646290041294,ZJZZT,1.02,10.59,1089,457,9.57,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62567,1517068646365526234,ZJZZT,1.03,10.59,770,457,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62568,1517068646390444796,ZJZZT,1.03,10.59,770,2798,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62569,1517068646466459683,ZJZZT,1.03,10.59,770,12280,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62570,1517068646647301910,ZJZZT,1.03,10.59,770,18212,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62571,1517068646701932821,ZJZZT,1.03,10.59,4358,18212,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62574,1517068646957520976,ZJZZT,1.03,10.59,4358,19531,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62575,1517068647018692382,ZJZZT,1.03,10.59,6385,19531,9.56,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62576,1517068647064005500,ZJZZT,1.04,10.59,694,19531,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62579,1517068647122008230,ZJZZT,1.04,10.59,694,17652,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62580,1517068647234572501,ZJZZT,1.04,10.59,694,26975,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62581,1517068647361850971,ZJZZT,1.04,10.59,694,32934,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62582,1517068647382377616,ZJZZT,1.04,10.59,694,37250,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62583,1517068647427418976,ZJZZT,1.04,10.59,694,43333,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62584,1517068647496851710,ZJZZT,1.04,10.59,694,45940,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62585,1517068647722038304,ZJZZT,1.04,10.59,694,46048,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62586,1517068647746318318,ZJZZT,1.04,10.59,694,53449,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62589,1517068647946043867,ZJZZT,1.04,10.59,694,57528,9.55,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62590,1517068647980811523,ZJZZT,6.63,10.59,2736,57528,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62591,1517068648025215275,B,71.81,71.85,1095,186,0.03999999999999204,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62594,1517068648646628439,ZJZZT,6.63,10.59,2736,58350,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62595,1517068648728924093,ZJZZT,6.63,10.59,2736,61922,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62596,1517068648738402419,ZJZZT,6.63,10.59,2736,63195,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62597,1517068648783861631,ZJZZT,6.63,10.59,2736,71447,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62598,1517068648890037996,ZJZZT,6.63,10.59,2736,71958,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62599,1517068648971612963,ZJZZT,6.63,10.59,2736,72198,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62602,1517068649321172147,ZJZZT,6.63,10.59,2736,73654,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62605,1517068649463059557,ZJZZT,6.63,10.59,2736,71995,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62606,1517068649736295806,ZJZZT,6.63,10.59,2736,74950,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62607,1517068649963378924,ZJZZT,6.63,10.59,2736,79972,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62608,1517068650010818532,ZJZZT,6.63,10.59,9169,79972,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62610,1517068650019530711,ZJZZT,6.63,10.59,9169,79261,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62611,1517068650026767710,ZJZZT,6.63,10.59,9169,71860,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62613,1517068650183458357,ATOS,0.5401,0.5402,174,8754,9.999999999998899e-05,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62614,1517068650345269746,ZJZZT,6.63,10.59,9169,75850,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62615,1517068650391633608,ZJZZT,6.63,10.59,9169,81967,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62616,1517068650426143628,ZJZZT,6.63,10.59,9169,82891,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62617,1517068650758910309,ZJZZT,6.63,10.59,9169,83288,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62618,1517068650811430637,ZJZZT,6.63,10.59,11297,83288,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62619,1517068651027237024,ZJZZT,6.63,10.59,11297,79716,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62620,1517068651028700329,ZJZZT,6.63,10.59,11297,80716,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62621,1517068651286865818,ZJZZT,6.63,10.59,11297,84979,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62622,1517068651320456421,ZJZZT,6.63,10.59,11297,85255,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62623,1517068651450455196,ZJZZT,6.63,10.59,11297,88911,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62625,1517068651459966689,ZJZZT,6.63,10.59,11297,85541,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62626,1517068651483682852,ZJZZT,6.63,10.59,11297,93343,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62630,1517068651696845899,ZJZZT,6.63,10.59,11297,92095,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62631,1517068651747748483,ZJZZT,6.63,10.59,11297,101809,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62634,1517068651758790278,ZJZZT,6.63,10.59,11297,96754,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62635,1517068651938387680,ZJZZT,6.63,10.59,11297,96965,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62636,1517068652026279378,ZJZZT,6.63,10.59,11297,95509,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62637,1517068652027266453,ZJZZT,6.63,10.59,11297,92554,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62638,1517068652124982992,ZJZZT,6.63,10.59,11297,97370,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62640,1517068652146632928,ZJZZT,6.63,10.59,11297,95245,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62641,1517068652226161144,ZJZZT,6.63,10.59,11297,103087,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62642,1517068652615299811,ZJZZT,6.63,10.59,11297,109326,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62646,1517068652657749649,ZJZZT,6.63,10.59,11297,105669,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62647,1517068652696396722,ZJZZT,6.63,10.59,11297,105924,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62648,1517068653289810058,ZJZZT,6.63,10.59,11297,108782,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62649,1517068653336257802,ZJZZT,6.63,10.59,11297,116638,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62650,1517068653753468306,ZJZZT,6.63,10.59,11297,117725,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62653,1517068653766702292,ZJZZT,6.63,10.59,11297,118077,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62654,1517068653816190390,ZJZZT,6.63,10.59,11297,118738,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62655,1517068653938228355,ZJZZT,6.63,10.59,11297,123549,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62657,1517068653965022002,ZJZZT,6.63,10.59,11297,118245,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62658,1517068654019785375,ZJZZT,6.63,10.59,11297,120904,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62659,1517068654064467773,ZJZZT,6.63,10.59,11297,128259,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62660,1517068654175194110,ZJZZT,6.63,10.59,11297,137934,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62661,1517068654337713507,ZJZZT,6.63,10.59,11297,146579,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62664,1517068654400022728,ZJZZT,6.63,10.59,11297,142901,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62665,1517068654682423551,ZJZZT,6.63,10.59,11297,147129,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62666,1517068654741185864,ZJZZT,6.63,10.59,11297,148141,3.96,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62668,1517068654809374704,ZBZX,0.0199,0.98,2864,178,0.9601,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62669,1517068654816115717,ZBZX,0.0199,0.98,4390,178,0.9601,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
62670,1517068654906712708,ZBZX,0.0199,0.98,6284,178,0.9601,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
